Date,open,high,low,close,volume
2023-01-19,442.76,445.92,439.03,439.31,1470078.0
2023-01-20,441.34,443.35,437.62,443.28,1409967.0
2023-01-23,443.11,446.83,440.86,441.28,1739634.0
2023-01-24,442.17,450.96,437.69,449.23,2865003.0
2023-01-25,448.0,455.81,444.84,454.16,2352520.0
2023-01-26,455.35,463.76,452.83,459.81,2169006.0
2023-01-27,460.86,466.68,457.45,459.6,1587800.0
2023-01-30,462.0,466.7,459.9,460.59,1641993.0
2023-01-31,462.28,463.48,459.01,463.26,2062014.0
2023-02-01,462.51,465.28,459.8,462.25,1242598.0
2023-02-02,458.37,460.43,453.92,457.19,2104724.0
2023-02-03,459.27,462.6,454.94,459.08,1303069.0
2023-02-06,463.58,469.77,462.75,469.1,1393473.0
2023-02-07,472.55,472.99,463.15,468.33,1334786.0
2023-02-08,464.97,471.38,463.32,469.65,865028.0
2023-02-09,472.43,474.34,468.2,470.09,799047.0
2023-02-10,472.38,481.86,472.38,480.83,1436296.0
2023-02-13,485.19,489.5,480.1,481.97,1203050.0
2023-02-14,482.45,485.0,479.66,481.58,875679.0
2023-02-15,480.83,484.25,477.4,480.51,927174.0
2023-02-16,477.0,477.58,466.1,471.25,1939493.0
2023-02-17,471.79,475.66,470.84,475.63,1184204.0
2023-02-21,480.51,482.4,475.2,479.19,1379425.0
2023-02-22,478.81,481.67,477.47,479.53,900548.0
2023-02-23,480.0,483.09,475.53,479.08,917415.0
2023-02-24,479.46,481.8,477.3,480.4,1009522.0
2023-02-27,480.53,484.1,477.19,479.49,1149228.0
2023-02-28,477.04,478.53,471.82,474.26,1155631.0
2023-03-01,473.27,477.22,471.29,474.33,957722.0
2023-03-02,472.98,479.17,472.97,478.31,835810.0
2023-03-03,478.9,479.54,476.38,477.89,1060540.0
2023-03-06,476.82,481.8,476.82,480.17,905744.0
2023-03-07,481.5,485.09,478.0,478.66,1137895.0
2023-03-08,481.04,487.64,476.71,479.5,1253138.0
2023-03-09,483.0,483.26,474.61,475.85,1035072.0
2023-03-10,475.71,482.3,474.42,475.5,1335057.0
2023-03-13,471.87,478.9,470.8,477.33,1701202.0
2023-03-14,480.29,481.27,474.87,478.87,1761423.0
2023-03-15,475.0,475.13,464.57,473.31,2273507.0
2023-03-16,470.94,478.05,467.74,473.24,1633150.0
2023-03-17,474.12,474.92,463.29,465.87,6525176.0
2023-03-20,468.22,477.77,465.21,475.7,1515475.0
2023-03-21,478.87,479.25,471.3,474.76,1069059.0
2023-03-22,475.44,476.77,468.32,468.9,1261876.0
2023-03-23,468.63,470.95,466.5,467.9,1168501.0
2023-03-24,467.9,475.67,467.15,474.54,1126060.0
2023-03-27,477.11,477.56,472.41,473.39,1273024.0
2023-03-28,474.0,475.61,471.16,471.44,1076126.0
2023-03-29,471.26,474.3,470.68,474.19,1146490.0
2023-03-30,474.54,475.8,471.73,473.18,950392.0
2023-03-31,474.19,475.35,471.03,472.73,1409664.0
2023-04-03,473.0,487.9,472.75,486.62,1656866.0
2023-04-04,485.59,490.63,484.75,488.54,1081320.0
2023-04-05,488.0,493.83,487.03,489.99,1305943.0
2023-04-06,491.47,496.98,489.01,490.17,1093500.0
2023-04-10,491.77,498.42,491.77,496.75,1024500.0
2023-04-11,496.38,496.75,487.01,487.84,1224239.0
2023-04-12,482.8,491.25,481.69,488.1,1105640.0
2023-04-13,486.82,493.51,485.98,492.14,909542.0
2023-04-14,489.94,491.5,485.11,487.99,843217.0
2023-04-17,486.57,492.26,486.57,489.64,1287772.0
2023-04-18,499.0,508.1,498.0,501.41,2561788.0
2023-04-19,502.0,503.33,493.88,495.16,962227.0
2023-04-20,495.83,495.83,489.06,490.6,839984.0
2023-04-21,491.24,491.28,480.61,482.55,1382714.0
2023-04-24,482.39,483.53,478.72,480.92,955282.0
2023-04-25,480.7,480.92,475.56,475.58,839245.0
2023-04-26,473.95,473.95,459.6,461.62,1571857.0
2023-04-27,461.85,466.33,461.15,465.0,1491502.0
2023-04-28,464.82,466.16,462.4,464.45,1040270.0
2023-05-01,465.04,471.08,464.55,469.43,1524523.0
2023-05-02,468.38,468.53,457.25,458.89,1105493.0
2023-05-03,458.2,459.47,452.69,453.07,1116729.0
2023-05-04,453.66,454.04,446.21,451.93,962887.0
2023-05-05,452.69,457.1,452.08,455.54,930634.0
2023-05-08,456.49,458.3,450.07,450.96,808318.0
2023-05-09,452.9,453.91,450.1,452.04,623917.0
2023-05-10,452.81,453.29,448.71,453.15,851078.0
2023-05-11,450.58,452.22,448.54,450.69,645427.0
2023-05-12,452.8,453.87,447.8,450.79,696606.0
2023-05-15,450.79,453.35,449.42,451.92,668310.0
2023-05-16,452.09,452.44,447.66,447.73,569703.0
2023-05-17,450.0,458.41,449.94,457.3,1101942.0
2023-05-18,455.41,456.74,449.4,455.75,1456533.0
2023-05-19,457.03,458.27,452.86,454.49,804256.0
2023-05-22,454.0,457.37,451.59,454.72,628089.0
2023-05-23,452.11,456.4,450.0,452.63,1027289.0
2023-05-24,453.24,456.74,451.18,452.72,858759.0
2023-05-25,451.5,451.5,439.7,442.83,1205011.0
2023-05-26,442.86,451.77,442.1,448.45,1135533.0
2023-05-30,448.08,449.05,444.24,447.97,1163307.0
2023-05-31,444.62,445.93,443.0,444.01,1673655.0
2023-06-01,445.6,450.78,443.42,449.67,878675.0
2023-06-02,452.12,456.36,450.56,454.49,894658.0
2023-06-05,456.14,456.76,452.48,454.69,807333.0
2023-06-06,456.52,459.34,454.39,458.63,816865.0
2023-06-07,458.12,463.75,455.01,461.75,893317.0
2023-06-08,462.18,466.42,461.46,464.17,863512.0
2023-06-09,465.39,465.39,460.39,462.69,713249.0
2023-06-12,462.79,462.87,458.18,459.87,954660.0
2023-06-13,456.01,456.97,445.89,452.37,1486493.0
2023-06-14,451.41,453.42,448.57,452.55,945891.0
2023-06-15,454.0,458.51,453.92,455.95,892547.0
2023-06-16,457.73,461.77,456.6,459.17,1642807.0
2023-06-20,459.48,461.89,457.48,458.38,775250.0
2023-06-21,461.06,467.17,458.01,466.04,907074.0
2023-06-22,465.52,466.05,461.5,463.43,688681.0
2023-06-23,463.52,465.42,458.13,459.36,1348206.0
2023-06-26,455.94,456.16,446.68,452.8,997176.0
2023-06-27,452.79,455.63,452.42,453.15,671166.0
2023-06-28,453.58,453.76,447.46,449.66,848995.0
2023-06-29,449.92,457.53,448.78,457.44,684263.0
2023-06-30,459.24,462.67,456.79,460.38,982764.0
2023-07-03,460.0,463.33,457.55,462.58,385446.0
2023-07-05,461.57,463.35,458.94,462.76,625509.0
2023-07-06,463.0,463.0,459.34,461.64,675968.0
2023-07-07,460.0,461.89,458.1,458.71,642167.0
2023-07-10,458.5,462.59,458.05,460.38,718374.0
2023-07-11,461.27,467.1,459.79,466.29,709253.0
2023-07-12,467.2,467.22,461.12,461.96,1067254.0
2023-07-13,461.0,467.44,460.33,466.38,821864.0
2023-07-14,466.0,466.52,462.36,464.31,933202.0
2023-07-17,466.29,473.99,465.62,469.97,1890261.0
2023-07-18,474.37,479.5,454.28,455.7,3122613.0
2023-07-19,457.0,459.28,448.11,451.51,2141500.0
2023-07-20,452.63,458.2,452.0,456.01,1354029.0
2023-07-21,454.81,456.94,453.35,454.76,934414.0
2023-07-24,456.0,457.95,454.04,456.8,892432.0
2023-07-25,452.43,454.76,447.42,454.15,1207812.0
2023-07-26,454.33,457.05,451.87,452.81,1322292.0
2023-07-27,451.5,452.42,445.32,448.64,1603778.0
2023-07-28,448.0,450.65,446.49,449.0,1163175.0
2023-07-31,449.71,449.71,444.63,446.37,1806448.0
2023-08-01,447.03,453.12,446.9,451.28,1048012.0
2023-08-02,451.28,453.13,447.91,448.56,905975.0
2023-08-03,447.32,450.2,445.98,447.92,1240780.0
2023-08-04,448.58,450.29,445.31,445.72,846951.0
2023-08-07,447.32,450.47,446.28,449.78,746803.0
2023-08-08,449.0,450.51,447.57,449.47,791637.0
2023-08-09,450.08,454.05,449.99,452.81,1211810.0
2023-08-10,452.0,453.97,449.26,450.05,688916.0
2023-08-11,451.18,454.09,450.52,454.05,690706.0
2023-08-14,454.59,455.61,449.66,450.08,752307.0
2023-08-15,448.0,450.0,443.28,443.58,725274.0
2023-08-16,442.86,447.03,442.3,445.13,821965.0
2023-08-17,446.64,450.22,446.44,446.68,635778.0
2023-08-18,445.42,455.37,445.38,450.06,1075714.0
2023-08-21,449.84,453.03,449.0,451.49,573502.0
2023-08-22,451.74,453.89,450.46,452.94,671893.0
2023-08-23,454.58,454.89,452.09,454.57,1043311.0
2023-08-24,453.26,457.67,452.44,452.55,697790.0
2023-08-25,455.26,455.26,449.06,451.09,785305.0
2023-08-28,450.81,453.33,450.27,452.32,641013.0
2023-08-29,452.32,453.26,444.49,448.4,1053749.0
2023-08-30,449.44,455.92,448.49,452.41,876092.0
2023-08-31,450.82,453.62,448.14,448.35,826499.0
2023-09-01,450.32,451.89,447.78,448.18,668746.0
2023-09-05,448.0,448.33,445.05,445.19,854110.0
2023-09-06,440.24,441.34,423.66,423.94,2547965.0
2023-09-07,424.0,427.78,422.0,425.94,1195778.0
2023-09-08,426.33,426.44,422.25,423.09,1162522.0
2023-09-11,422.22,422.73,416.52,420.66,1618480.0
2023-09-12,419.54,420.11,415.94,417.83,1307739.0
2023-09-13,419.82,422.25,418.58,420.99,971568.0
2023-09-14,420.73,426.66,420.73,425.89,992409.0
2023-09-15,423.91,428.88,423.71,424.05,1681583.0
2023-09-18,427.66,431.45,426.6,429.86,951207.0
2023-09-19,430.25,431.08,425.06,425.31,862437.0
2023-09-20,426.95,430.85,426.67,426.95,1044263.0
2023-09-21,425.73,426.61,417.19,417.54,1669759.0
2023-09-22,415.94,417.5,413.23,413.65,1453371.0
2023-09-25,413.23,413.95,411.51,412.9,748376.0
2023-09-26,410.63,411.27,407.75,408.75,1107966.0
2023-09-27,409.18,410.0,405.72,408.72,1317558.0
2023-09-28,409.9,412.86,408.82,410.96,819809.0
2023-09-29,410.96,411.45,407.59,408.96,764063.0
2023-10-02,408.96,410.99,405.89,407.82,733257.0
2023-10-03,407.39,407.5,402.59,403.83,899181.0
2023-10-04,400.66,402.0,397.11,401.33,1243459.0
2023-10-05,400.96,401.43,394.62,397.35,1162794.0
2023-10-06,395.4,402.42,393.77,400.73,1135594.0
2023-10-09,428.72,436.6,423.39,436.53,5343747.0
2023-10-10,441.52,442.62,432.53,435.1,2626166.0
2023-10-11,434.72,438.8,433.3,436.65,1419534.0
2023-10-12,438.05,439.09,430.11,434.14,1122110.0
2023-10-13,438.53,443.12,434.67,441.06,1520907.0
2023-10-16,439.42,443.5,434.39,440.41,1931317.0
2023-10-17,436.56,452.79,435.13,441.13,3103947.0
2023-10-18,443.31,447.89,440.27,446.07,2024122.0
2023-10-19,443.66,449.67,442.19,449.18,2012401.0
2023-10-20,451.37,452.6,444.01,444.17,1715024.0
2023-10-23,444.21,452.06,443.49,446.16,1502035.0
2023-10-24,449.13,450.61,440.34,440.9,1366040.0
2023-10-25,444.34,449.38,443.68,447.69,1228788.0
2023-10-26,448.01,451.09,443.68,445.97,1431859.0
2023-10-27,443.42,447.6587,440.235,443.39,1288180.0
2023-10-30,444.42,446.86,442.8,445.84,948527.0
2023-10-31,447.3,455.13,445.41,454.64,1418615.0
2023-11-01,456.33,456.7,451.46,452.38,1266940.0
2023-11-02,450.75,458.224,450.75,458.04,1241821.0
2023-11-03,455.11,457.76,451.13,453.34,1365561.0
2023-11-06,454.84,454.84,450.64,451.16,1440513.0
2023-11-07,453.16,453.16,449.69,450.15,1219577.0
2023-11-08,450.15,451.7713,444.03,444.66,1386261.0
2023-11-09,445.41,445.61,439.6754,442.46,1775233.0
2023-11-10,444.01,445.83,440.97,444.87,1525598.0
2023-11-13,445.0,448.57,443.29,445.03,1003808.0
2023-11-14,443.0,446.73,441.86,444.22,1336358.0
2023-11-15,443.47,448.01,443.47,445.14,1098204.0
2023-11-16,445.8,447.67,443.55,445.59,912825.0
2023-11-17,446.64,447.23,444.22,444.68,898389.0
2023-11-20,444.03,445.59,440.76,443.81,981982.0
2023-11-21,445.0,448.57,444.155,448.15,1177783.0
2023-11-22,447.5,451.7,447.5,450.4,833744.0
2023-11-24,451.69,452.59,449.74,452.01,324837.0
2023-11-27,451.86,452.8299,445.43,445.49,1496858.0
2023-11-28,447.86,450.88,446.0,448.27,1124837.0
2023-11-29,449.54,449.54,443.91,445.01,1272561.0
2023-11-30,443.0,447.86,442.51,447.77,1514616.0
2023-12-01,448.4,450.66,448.15,449.41,856928.0
2023-12-04,447.37,450.96,446.11,450.69,1265705.0
2023-12-05,450.29,450.6437,445.9,446.24,1055577.0
2023-12-06,445.5,450.44,445.5,449.41,864026.0
2023-12-07,450.42,451.39,446.29,447.11,861065.0
2023-12-08,448.57,450.53,447.4595,448.02,761027.0
2023-12-11,451.88,453.26,449.51,451.26,1021573.0
2023-12-12,451.68,453.75,450.37,451.63,1008173.0
2023-12-13,452.95,454.19,450.5,451.44,1300260.0
2023-12-14,450.51,450.87,441.44,445.27,1890965.0
2023-12-15,441.0,444.545,438.71,441.81,3972961.0
2023-12-18,442.71,447.26,442.27,446.91,1197321.0
2023-12-19,447.68,448.59,446.15,447.79,694990.0
2023-12-20,448.04,448.5499,442.57,442.6,1299416.0
2023-12-21,444.24,448.1,444.215,448.02,637005.0
2023-12-22,450.0,451.74,448.11,448.22,623456.0
2023-12-26,448.15,451.44,447.82,450.18,516943.0
2023-12-27,448.55,451.0185,448.41,448.97,699699.0
2023-12-28,448.97,451.825,448.46,451.23,741813.0
2023-12-29,452.0,453.5,451.148,453.24,832376.0
2024-01-02,454.3,462.05,454.3,456.12,1206527.0
2024-01-03,458.79,464.1,457.805,459.12,1173801.0
2024-01-04,462.31,463.95,457.77,457.87,1087608.0
2024-01-05,460.04,460.11,453.27,456.5,705175.0
2024-01-08,454.41,458.69,453.5301,458.6,715920.0
2024-01-09,458.55,458.61,453.27,456.29,733044.0
2024-01-10,456.2,459.655,454.78,455.4,665703.0
2024-01-11,456.56,457.8,449.36,453.13,784333.0
2024-01-12,457.37,463.38,456.53,463.18,966296.0
2024-01-16,466.27,466.27,456.36,457.84,804933.0
2024-01-17,457.67,462.79,455.08,456.47,920734.0
2024-01-18,456.1,459.98,453.54,459.57,780052.0
2024-01-19,460.56,460.85,455.96,457.76,866253.0
2024-01-22,457.59,460.825,455.44,458.76,1216690.0
2024-01-23,458.59,459.0,433.89,439.67,3613453.0
2024-01-24,439.52,443.2,431.545,431.65,1768600.0
2024-01-25,430.0,433.9427,425.75,431.04,1813644.0
2024-01-26,431.97,433.4226,426.71,429.91,1260530.0
2024-01-29,431.0,432.03,425.57,428.01,1903311.0
2024-01-30,431.27,431.85,427.775,431.68,1016268.0
2024-01-31,432.35,433.72,429.0574,429.41,1119933.0
2024-02-01,430.23,431.77,426.7,429.77,1174677.0
2024-02-02,428.14,428.895,424.38,425.97,973837.0
2024-02-05,424.0,424.37,419.83,421.7,1379456.0
2024-02-06,421.98,429.02,420.36,426.95,1065701.0
2024-02-07,426.54,430.29,426.54,430.1,980335.0
2024-02-08,429.36,429.7516,425.73,427.0,972223.0
2024-02-09,427.53,427.665,424.47,426.5,1038284.0
2024-02-12,426.75,430.55,426.0,428.07,1007123.0
2024-02-13,429.34,431.9,423.24,426.52,1088986.0
2024-02-14,427.68,428.5,413.92,418.19,2503484.0
2024-02-15,418.58,423.35,418.58,423.12,1136445.0
2024-02-16,423.12,425.16,422.54,424.07,805893.0
2024-02-20,425.19,428.29,423.7701,424.27,1363832.0
2024-02-21,426.21,428.22,424.37,427.55,969874.0
2024-02-22,425.09,429.48,423.8325,428.89,1236797.0
2024-02-23,428.87,431.43,428.2,431.12,842167.0
2024-02-26,431.5,432.45,426.79,429.18,980404.0
2024-02-27,428.68,431.23,426.5,430.43,886985.0
2024-02-28,431.88,435.02,430.8401,432.48,1029200.0
2024-02-29,429.33,430.75,427.56,428.24,1503098.0
2024-03-01,427.9,428.91,424.0001,426.46,1058846.0
2024-03-04,428.57,433.88,426.95,431.94,1271742.0
2024-03-05,433.74,436.01,429.76,431.98,1037988.0
2024-03-06,431.98,433.81,430.915,433.48,775299.0
2024-03-07,434.0,435.58,429.48,429.99,1085782.0
2024-03-08,428.5,432.98,427.57,432.9,762742.0
2024-03-11,434.31,436.01,432.6,434.75,950930.0
2024-03-12,432.92,435.775,432.35,434.91,825039.0
2024-03-13,435.71,437.79,433.74,434.6,987109.0
2024-03-14,436.36,437.61,433.3,435.77,1152473.0
2024-03-15,433.15,438.21,433.15,435.82,5151263.0
2024-03-18,435.82,436.09,431.68,433.2,965265.0
2024-03-19,435.25,437.29,433.98,437.19,896516.0
2024-03-20,437.03,440.958,436.56,440.41,844678.0
2024-03-21,441.36,443.89,439.3301,443.16,912229.0
2024-03-22,444.5,446.25,443.67,445.88,1008130.0
2024-03-25,447.86,448.55,444.813,446.31,774792.0
2024-03-26,446.5,448.62,445.855,445.99,765617.0
2024-03-27,447.88,457.11,447.86,456.78,1276150.0
2024-03-28,456.8,457.11,453.95,454.87,1119541.0
2024-04-01,454.14,455.36,451.22,452.79,717234.0
2024-04-02,453.63,455.69,452.56,453.24,837966.0
2024-04-03,452.92,454.15,447.59,447.9,758767.0
2024-04-04,450.26,455.98,447.15,454.04,1398347.0
2024-04-05,452.41,455.57,449.85,455.38,892120.0
2024-04-08,456.0,457.0,452.27,452.38,751180.0
2024-04-09,448.69,452.06,446.18,447.57,842962.0
2024-04-10,444.69,452.61,442.84,451.71,1247755.0
2024-04-11,451.5,453.75,448.95,452.32,942782.0
2024-04-12,454.11,457.98,450.11,450.4,1251154.0
2024-04-15,458.99,459.3,451.63,453.08,2442119.0
2024-04-16,454.71,458.85,453.63,454.31,1452309.0
2024-04-17,456.71,457.24,451.73,456.05,848290.0
2024-04-18,454.84,458.05,454.27,456.09,715044.0
2024-04-19,457.8,465.36,457.28,463.87,1388020.0
2024-04-22,465.23,469.54,460.41,461.33,1820925.0
2024-04-23,466.11,473.54,457.66,460.08,1789487.0
2024-04-24,462.7,463.69,456.06,459.14,1018853.0
2024-04-25,457.95,465.6,457.53,464.78,927710.0
2024-04-26,463.9,466.0,459.17,461.29,857964.0
2024-04-29,461.99,467.65,461.96,467.55,951555.0
2024-04-30,467.08,467.98,463.62,464.93,711757.0
2024-05-01,462.61,465.4,460.56,461.73,995050.0
2024-05-02,461.1,463.6,459.0,463.2,1011394.0
2024-05-03,462.93,462.93,457.1701,461.91,910590.0
2024-05-06,463.16,463.4999,460.18,462.78,796202.0
2024-05-07,464.0,466.81,463.16,466.68,723309.0
2024-05-08,467.5,468.0,463.78,466.16,598820.0
2024-05-09,466.08,468.76,465.2101,468.39,594992.0
2024-05-10,469.0,470.62,467.975,468.88,482478.0
2024-05-13,469.88,472.345,469.5,470.56,634222.0
2024-05-14,471.11,471.11,466.8,467.18,565454.0
2024-05-15,466.28,467.4,463.51,464.08,803907.0
2024-05-16,463.6,468.32,453.0,464.83,1130652.0
2024-05-17,465.84,467.0,463.15,466.2,677095.0
2024-05-20,467.77,468.77,464.92,467.08,735172.0
2024-05-21,468.0,469.12,466.84,468.31,558935.0
2024-05-22,467.47,469.9,466.78,469.71,548584.0
2024-05-23,468.09,469.68,466.23,467.08,866521.0
2024-05-24,467.67,468.66,465.47,467.35,513684.0
2024-05-28,465.61,466.0,457.25,458.48,1150555.0
2024-05-29,455.98,456.0,451.8,452.72,1267841.0
2024-05-30,455.0,462.94,455.0,460.94,1173689.0
2024-05-31,460.9,470.36,459.49,470.34,1651556.0
2024-06-03,466.0,470.52,465.01,467.6,989998.0
2024-06-04,467.51,470.16,466.16,468.89,845669.0
2024-06-05,468.42,468.85,463.618,465.23,915312.0
2024-06-06,465.23,469.79,464.35,468.62,768042.0
2024-06-07,468.81,475.29,468.62,470.13,1042666.0
2024-06-10,470.75,470.75,465.755,467.46,900269.0
2024-06-11,465.68,466.5834,462.575,462.8,908112.0
2024-06-12,462.3,463.23,457.665,459.11,1026561.0
2024-06-13,458.64,459.75,456.01,458.56,741816.0
2024-06-14,456.5,458.56,454.44,458.34,702676.0
2024-06-17,457.75,459.19,456.305,459.01,669667.0
2024-06-18,459.8,460.7,457.39,460.0,658016.0
2024-06-20,460.0,467.4899,459.16,466.34,1041298.0
2024-06-21,467.15,469.8,463.65,467.6,3365241.0
2024-06-24,468.96,475.69,467.82,471.51,1031437.0
2024-06-25,470.82,471.62,466.66,468.07,715762.0
2024-06-26,467.0,468.1,463.72,466.99,932032.0
2024-06-27,468.88,468.88,465.305,467.13,869603.0
2024-06-28,470.05,471.7499,464.87,467.1,3472472.0
2024-07-01,470.77,471.68,464.76,466.44,562376.0
2024-07-02,465.6,466.67,464.0201,465.7,502301.0
2024-07-03,465.49,466.47,464.1298,466.03,312758.0
2024-07-05,464.98,465.0,459.69,462.16,631594.0
2024-07-08,462.68,464.57,461.12,461.76,447845.0
2024-07-09,461.7,462.6199,459.76,460.3,537050.0
2024-07-10,460.37,461.39,457.25,461.01,655798.0
2024-07-11,459.92,465.77,456.11,460.38,1132727.0
2024-07-12,462.36,464.9,459.53,463.73,579364.0
2024-07-15,466.71,467.25,462.78,463.88,782978.0
2024-07-16,463.75,469.19,463.75,468.58,736359.0
2024-07-17,470.0,476.775,469.7045,476.07,1122717.0
2024-07-18,474.5,480.86,473.015,476.0,980827.0
2024-07-19,479.54,479.54,472.8143,474.92,889222.0
2024-07-22,475.0,476.13,472.85,474.59,881473.0
2024-07-23,488.84,501.77,482.86,501.29,2578410.0
2024-07-24,505.0,519.59,501.41,515.2,2579964.0
2024-07-25,515.0,526.69,512.87,521.4,1923841.0
2024-07-26,522.29,528.64,520.011,524.8,1141202.0
2024-07-29,523.0,529.46,519.26,527.64,961211.0
2024-07-30,527.95,538.46,525.03,537.66,1234135.0
2024-07-31,543.0,547.0,538.18,541.92,1481496.0
2024-08-01,544.04,549.12,540.69,548.86,1271748.0
2024-08-02,551.12,561.12,541.39,548.77,1483968.0
2024-08-05,553.16,562.6,538.24,545.38,1683328.0
2024-08-06,545.98,549.48,541.14,541.56,1033631.0
2024-08-07,539.87,552.17,536.7374,548.51,1306472.0
2024-08-08,545.51,553.685,543.69,551.62,844757.0
2024-08-09,552.16,553.6107,548.1295,551.58,825216.0
2024-08-12,551.07,557.56,550.4,556.91,793351.0
2024-08-13,556.9,559.69,552.31,559.42,793416.0
2024-08-14,558.08,564.22,557.0,563.22,796332.0
2024-08-15,561.8,564.08,558.83,560.29,974585.0
2024-08-16,561.3,562.425,557.0,560.13,912021.0
2024-08-19,555.32,562.76,555.25,558.39,709734.0
2024-08-20,557.97,558.9,550.96,557.01,972181.0
2024-08-21,558.38,559.9899,553.31,553.76,882989.0
2024-08-22,554.18,558.1801,553.2701,557.03,774510.0
2024-08-23,558.0,558.87,552.78,555.01,870229.0
2024-08-26,556.11,560.14,556.11,558.1,795289.0
2024-08-27,559.45,562.1901,557.02,560.41,749448.0
2024-08-28,562.2,568.73,561.78,563.98,828981.0
2024-08-29,564.0,568.57,563.0,566.85,662338.0
2024-08-30,564.97,569.09,562.55,568.1,1082452.0
2024-09-03,567.33,572.0,565.19,567.22,1266928.0
2024-09-04,569.34,578.73,568.72,574.78,941666.0
2024-09-05,575.2,575.92,564.41,568.59,840921.0
2024-09-06,569.05,572.11,564.95,566.63,976307.0
2024-09-09,567.51,578.0,567.48,576.57,810164.0
2024-09-10,577.56,577.8525,570.42,572.19,755995.0
2024-09-11,571.2,572.41,561.0701,566.96,809040.0
2024-09-12,565.0,568.97,563.9,568.27,739338.0
2024-09-13,567.0,572.4554,564.53,569.91,638462.0
2024-09-16,574.41,577.0,568.9901,572.92,597731.0
2024-09-17,566.66,568.11,563.6001,567.01,739678.0
2024-09-18,566.32,569.54,562.28,565.49,731655.0
2024-09-19,566.47,567.525,562.1629,565.18,917457.0
2024-09-20,563.08,573.5,562.94,571.92,3794131.0
2024-09-23,571.5,581.75,570.82,580.51,883918.0
2024-09-24,578.93,581.16,576.15,578.63,690123.0
2024-09-25,581.56,583.75,576.8648,577.94,844484.0
2024-09-26,575.0,582.53,574.44,577.4,746143.0
2024-09-27,577.65,584.0734,575.33,582.36,847794.0
2024-09-30,584.14,584.95,579.21,584.56,975119.0
2024-10-01,586.12,611.49,581.91,605.86,2356148.0
2024-10-02,604.94,610.0,601.4225,603.2,1191127.0
2024-10-03,604.44,609.0,601.0001,605.82,856342.0
2024-10-04,603.66,606.29,599.32,605.13,559677.0
2024-10-07,607.0,611.59,604.0,605.54,1101853.0
2024-10-08,607.22,610.7499,603.09,608.05,571749.0
2024-10-09,606.71,607.14,603.02,605.11,543635.0
2024-10-10,606.11,607.29,596.22,597.49,853226.0
2024-10-11,600.58,604.55,600.0871,604.17,525782.0
2024-10-14,606.0,611.99,603.7752,610.87,562254.0
2024-10-15,612.5,614.62,603.72,605.0,849460.0
2024-10-16,603.0,613.01,602.62,612.83,549159.0
2024-10-17,612.83,614.4799,607.24,609.62,617493.0
2024-10-18,611.39,613.3699,608.49,611.81,864008.0
2024-10-21,615.64,618.95,611.36,614.61,1017298.0
2024-10-22,606.9,608.34,574.0001,576.98,2258839.0
2024-10-23,577.02,582.18,571.0,571.1,1401994.0
2024-10-24,570.73,573.93,564.18,564.21,1102562.0
2024-10-25,566.7,569.9799,561.1,562.29,1077511.0
2024-10-28,563.0,563.155,554.495,555.17,1277952.0
2024-10-29,552.8,553.4,546.41,546.8,1041500.0
2024-10-30,546.9,551.26,543.2,545.94,1004667.0
2024-10-31,547.04,551.6799,542.675,546.05,1244907.0
2024-11-01,548.0,549.33,544.62,545.35,792521.0
2024-11-04,545.7,548.81,540.41,543.1,827446.0
2024-11-05,545.0,547.17,542.0,546.75,609664.0
2024-11-06,561.4,561.4,540.0001,551.82,1751171.0
2024-11-07,555.0,556.9999,549.67,551.84,818160.0
2024-11-08,555.47,566.8099,554.72,564.56,1165612.0
2024-11-11,570.22,576.1499,569.8,570.58,1171362.0
2024-11-12,574.32,576.43,564.8,565.96,1133494.0
2024-11-13,564.0,565.0,556.3301,557.73,1118004.0
2024-11-14,561.35,561.35,533.785,538.99,1972263.0
2024-11-15,537.87,542.54,531.4237,534.83,1756413.0
2024-11-18,536.4,537.98,528.738,530.96,1298031.0
2024-11-19,537.08,539.32,531.21,533.26,935240.0
2024-11-20,534.18,535.23,529.2,534.73,993983.0
2024-11-21,535.14,544.68,533.715,542.01,1321812.0
2024-11-22,545.0,546.0,539.92,542.22,1310870.0
2024-11-25,532.98,534.16,514.9,521.89,3613003.0
2024-11-26,519.39,524.06,519.39,521.45,1345714.0
2024-11-27,523.54,529.99,523.17,525.75,890394.0
2024-11-29,527.77,529.48,524.59,529.41,655500.0
2024-12-02,525.25,526.785,519.3,520.34,1115506.0
2024-12-03,520.14,521.5,516.2501,517.0,1187772.0
2024-12-04,516.13,519.826,513.14,517.5,1542694.0
2024-12-05,517.42,520.56,514.01,517.48,1113691.0
2024-12-06,515.72,517.44,509.6,513.03,1284499.0
2024-12-09,511.19,516.3608,508.55,510.01,1170158.0
2024-12-10,509.16,514.6099,508.1,512.94,1178818.0
2024-12-11,513.8,514.0,503.305,504.24,1307448.0
2024-12-12,500.0,501.095,488.71,496.58,1862205.0
2024-12-13,495.57,499.2222,492.18,494.65,989850.0
2024-12-16,494.8,494.8,490.15,491.65,1483524.0
2024-12-17,489.055,493.0,487.76,490.61,1354230.0
2024-12-18,489.5,490.24,482.41,482.94,1424367.0
2024-12-19,480.0,484.0,477.305,479.66,1250267.0
2024-12-20,479.45,489.02,477.77,489.02,3973306.0
2024-12-23,487.43,488.8534,481.83,486.49,1052994.0
2024-12-24,486.06,488.73,484.01,488.13,371982.0
2024-12-26,488.0,493.4699,486.27,489.98,662426.0
